CÓDIGO;EAN;DESCRIPCION;Unidades / Caja;Unidades / Embalaje;Pedido Minimo; TARIFA 2025 ;DTO 1;DTO CUSTAB;NETO CUSTAB;NETO UDS CUSTAB;NETO PROMO CUSTAB;NPC UDS;DTO PARTNER;NETO PARTNER;NETO UDS PARTNER;NETO PROMO CUSTAB;NPP UDS; DTO PROMO Q;PROMO X FAMILIA;FAMILIA PRODUCTO;CORE/STRATEGIC
982877;3086123537613;4C SHINE RED B12 BCL EU;12;35;1;28,62;25%;5%;20,392 €;1,699 €;14,682 €;1,224 €;9%;19,533 €;1,628 €;14,064 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
982878;3086123537620;4C SHINE GOLD B12 BCL EU;12;35;1;28,62;25%;5%;20,392 €;1,699 €;14,682 €;1,224 €;9%;19,533 €;1,628 €;14,064 €;1,172 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
999916;3086123637634;ST 4 COLOURS ROSE GOLD BL1 EU;1;10;10;3,85;25%;5%;2,743 €;2,743 €;;;9%;2,628 €;2,628 €;;;;;;STRATEGIC
918515;3086123340596;4 COLOURS PEN DESK BOX1 EU;1;18;1;6,12;25%;5%;4,361 €;4,361 €;;;9%;4,177 €;4,177 €;;;;;;STRATEGIC
527507;3086123776401;4C REPOSITIONABLE PEN DESK EU;1;18;1;6,12;25%;5%;4,361 €;4,361 €;;;9%;4,177 €;4,177 €;;;;;;STRATEGIC
918511;3086123340558;4 COLOURS MINI FASHION BL1 EU;1;20;20;3,31;25%;5%;2,358 €;2,358 €;;;9%;2,259 €;2,259 €;;;;;;STRATEGIC
503770;3086123680760;4C DECOR SPACE BL3 22 EU;3;10;10;10,47;25%;5%;7,460 €;2,487 €;;;9%;7,146 €;2,382 €;;;;;;STRATEGIC
503771;3086123680777;4C DECOR CUTTIE FOOD BL3 22 EU;3;10;10;10,47;25%;5%;7,460 €;2,487 €;;;9%;7,146 €;2,382 €;;;;;;STRATEGIC
5037721;3086123680784;4C DECOR LINES BL3 25 EU;3;10;10;10,60;25%;5%;7,553 €;2,518 €;;;9%;7,235 €;2,412 €;;;;;;STRATEGIC
503772;3086123680784;4C DECOR TIE DYE BL3 22 EU;3;10;10;10,60;25%;5%;7,553 €;2,518 €;;;9%;7,235 €;2,412 €;;;;;;STRATEGIC
5037741;3086123680807;4C DECOR HYDRO BL1 25 EU;1;10;10;4,07;25%;5%;2,900 €;2,900 €;;;9%;2,778 €;2,778 €;;;;;;STRATEGIC
503774;3086123680807;4C DECOR BOTANICAL BL1 22 EU;1;10;10;4,07;25%;5%;2,900 €;2,900 €;;;9%;2,778 €;2,778 €;;;;;;STRATEGIC
5038041;3086123681101;4C DECOR HYDRO BL3 25 EU;3;10;10;10,60;25%;5%;7,553 €;2,518 €;;;9%;7,235 €;2,412 €;;;;;;STRATEGIC
5038061;3086123538931;4C DECOR LINES BL1 25 EU;1;10;10;4,07;25%;5%;2,900 €;2,900 €;;;9%;2,778 €;2,778 €;;;;;;STRATEGIC
503806;3086123538931;4C DECOR TIE DYE BL1 22 EU;1;10;10;4,07;25%;5%;2,900 €;2,900 €;;;9%;2,778 €;2,778 €;;;;;;STRATEGIC
508834;3086123702912;CLIPSTRIP 4C TIE DYE BL1 22 BE;12;1;1;48,84;25%;5%;34,799 €;2,900 €;;;9%;33,333 €;2,778 €;;;;;;STRATEGIC
511029;3086123714236;4C GRADIENT BL1 23 EU;1;10;10;4,90;25%;5%;3,491 €;3,491 €;;;9%;3,344 €;3,344 €;;;;;;STRATEGIC
511030;3086123714243;4C GRADIENT BL3 23 EU;3;10;10;13,25;25%;5%;9,441 €;3,147 €;;;9%;9,043 €;3,014 €;;;;;;STRATEGIC
511031;3086123714250;4C GRADIE AST BCL TUBO30 23 EU;30;1;1;84,39;25%;5%;60,128 €;2,004 €;54,115 €;1,804 €;9%;57,596 €;1,920 €;51,837 €;1,728 €;10%;PROMO 10% ADICIONAL;EXPOSITOR 4C GRADIENT;STRATEGIC
511034;3086123714281;4C GRADIENT BCL B12 23 EU;12;18;1;33,75;25%;5%;24,047 €;2,004 €;21,642 €;1,804 €;9%;23,034 €;1,920 €;20,731 €;1,728 €;10%;PROMO 10% ADICIONAL;CAJA 4C. GRADIENT;STRATEGIC
515218;3086123546820;4C DECOR ROLL OVER BL3 EU;3;20;20;10,46;25%;5%;7,453 €;2,484 €;;;9%;7,139 €;2,380 €;;;;;;STRATEGIC
515437;3086123729629;ST CLSTR 4C GRADIENT BL1 23 BE;12;2;2;58,80;25%;5%;41,895 €;3,491 €;;;9%;40,131 €;3,344 €;;;;;;STRATEGIC
5182051;3086123743922;4C LINES BLUE BCL B12 25 EU;12;18;1;30,31;25%;5%;21,596 €;1,800 €;16,197 €;1,350 €;9%;20,687 €;1,724 €;15,515 €;1,293 €;25%;PROMO 25% ADICIONAL;CAJA 4C LINES;STRATEGIC
518205;3086123743922;4C TIEDYE PASTEL BCL B12 24 EU;12;18;1;30,31;25%;5%;21,596 €;1,800 €;;;9%;20,687 €;1,724 €;;;;;;STRATEGIC
5182061;3086123743939;4C HYDRO PURPLE BCL B12 25 EU;12;18;1;30,31;25%;5%;21,596 €;1,800 €;16,197 €;1,350 €;9%;20,687 €;1,724 €;15,515 €;1,293 €;25%;PROMO 25% ADICIONAL;CAJA 4C HYDRO;STRATEGIC
518206;3086123743939;4C BOTANICAL BLU BCL B12 24 EU;12;18;1;30,31;25%;5%;21,596 €;1,800 €;;;9%;20,687 €;1,724 €;;;;;;STRATEGIC
912228;3086123643611;ST 4C COFFRET ANIMODINGO 20 FR;4;20;20;17,82;25%;5%;12,697 €;3,174 €;;;9%;12,162 €;3,041 €;;;;;;STRATEGIC
992563;3086123593749;4C MESSAGE BCL BOX 12 EU;12;18;1;28,90;25%;5%;20,591 €;1,716 €;;;9%;19,724 €;1,644 €;;;;;;STRATEGIC
999850;3086123636972;ST ANIMAL PRINT 4C BL3 UK;3;10;10;10,55;25%;5%;7,517 €;2,506 €;;;9%;7,200 €;2,400 €;;;;;;STRATEGIC
999871;3086123637184;ST 4C UNICORN BL1 20 SP;1;20;20;3,96;25%;5%;2,822 €;2,822 €;;;9%;2,703 €;2,703 €;;;;;;STRATEGIC
9649042;3086123538924;4C DEC AST BCL TUBO30 22 EU;30;1;1;70,53;25%;5%;50,253 €;1,675 €;37,689 €;1,256 €;9%;48,137 €;1,605 €;36,103 €;1,203 €;25%;PROMO 25% ADICIONAL;EXPOSITOR 4C. DECORADOS;STRATEGIC
512147;3086123718739;ST COFFRET 4C GRADIENTX2 22 FR;2;20;20;9,27;25%;5%;6,605 €;3,302 €;;;9%;6,327 €;3,163 €;;;;;;STRATEGIC
933949;3086123415270;4C FLUO BL1 EU;1;20;20;4,12;25%;5%;2,936 €;2,936 €;;;9%;2,812 €;2,812 €;;;;;;STRATEGIC
982868;3086123415263;4C FLUO B12 BCL EU;12;35;1;28,05;25%;5%;19,986 €;1,665 €;14,390 €;1,199 €;9%;19,144 €;1,595 €;13,784 €;1,149 €;28%;PROMO 28% ADICIONAL;4 COLORES FAMILY;STRATEGIC
992579;3086123593909;4C VELVET AST P3 OUT20 EU;3;20;20;13,23;25%;5%;9,426 €;3,142 €;;;9%;9,029 €;3,010 €;;;;;;STRATEGIC
9672771;3086123542532;4C VELVET BCL B12 2020 EU;12;18;1;34,36;25%;5%;24,482 €;2,040 €;18,361 €;1,530 €;9%;23,451 €;1,954 €;17,588 €;1,466 €;25%;PROMO 25% ADICIONAL;4 COLORES VELVET;STRATEGIC
9672781;3086123542549;4C VELVET BCL TUBO30 2020 EU;30;1;1;85,88;25%;5%;61,190 €;2,040 €;45,892 €;1,530 €;9%;58,613 €;1,954 €;43,960 €;1,465 €;25%;PROMO 25% ADICIONAL;EXPOSITOR 4C. VELOURS;STRATEGIC
9672961;3086123542723;4 COLOURS VELOURS BL1 EU;1;20;20;4,95;25%;5%;3,527 €;3,527 €;;;9%;3,378 €;3,378 €;;;;;;STRATEGIC
942104;3086123449558;4C MULTIFUNCTION BCL B12 EU;12;20;1;36,38;25%;5%;25,921 €;2,160 €;19,441 €;1,620 €;9%;24,829 €;2,069 €;18,622 €;1,552 €;25%;PROMO 25% ADICIONAL;4 COLORES MULTIFUNCION;STRATEGIC
949898;3086123494916;4C SUN BL1 EU;1;20;20;3,11;25%;5%;2,216 €;2,216 €;;;9%;2,123 €;2,123 €;;;;;;STRATEGIC
982871;3086123494909;4C SUN B12 BCL EU;12;35;1;25,01;25%;5%;17,820 €;1,485 €;;;9%;17,069 €;1,422 €;;;;;;STRATEGIC
992668;3086123594791;4C PARTY BL1 OUT 25 20 EU;1;25;25;5,09;25%;5%;3,627 €;3,627 €;;;9%;3,474 €;3,474 €;;;;;;STRATEGIC
507406;3086123697201;4C WOOD BCL TUBO 30 EU;30;1;1;84,39;25%;5%;60,128 €;2,004 €;54,115 €;1,804 €;9%;57,596 €;1,920 €;51,837 €;1,728 €;10%;PROMO 10% ADICIONAL;EXPOSITOR 4C WOOD;STRATEGIC
508964;3086123704213;ST 4C WOOD NATURAL B12 BCL EU;12;18;1;33,75;25%;5%;24,047 €;2,004 €;21,642 €;1,804 €;9%;23,034 €;1,920 €;20,731 €;1,728 €;10%;PROMO 10% ADICIONAL;CAJA 4C WOOD;STRATEGIC
510035;3086123709003;4C WOOD BL1 EU;1;10;10;4,90;25%;5%;3,491 €;3,491 €;;;9%;3,344 €;3,344 €;;;;;;STRATEGIC
511448;3086123715363;ST 4C WOOD BL3 EU;3;10;10;13,25;25%;5%;9,441 €;3,147 €;;;9%;9,043 €;3,014 €;;;;;;STRATEGIC
517317;3086123740266;4C PASTEL AST PCK3 24 EU;3;10;10;12,67;25%;5%;9,027 €;3,009 €;;;9%;8,647 €;2,882 €;;;;;;STRATEGIC
517319;3086123740280;4C PASTL AST BCL TUBO30 24 EU;30;1;1;87,41;25%;5%;62,280 €;2,076 €;46,710 €;1,557 €;9%;59,657 €;1,989 €;44,743 €;1,491 €;25%;PROMO 25% ADICIONAL;EXPOSITOR 4C PASTEL;STRATEGIC
517320;3086123740297;4C PASTEL BOX12 AST 24 EU;12;18;1;34,97;25%;5%;24,916 €;2,076 €;18,687 €;1,557 €;9%;23,867 €;1,989 €;17,900 €;1,492 €;25%;PROMO 25% ADICIONAL;CAJA 4C PASTEL;STRATEGIC
517322;3086123740310;4C PASTEL BL1 24 EU;1;10;10;4,27;25%;5%;3,042 €;3,042 €;;;9%;2,914 €;2,914 €;;;;;;STRATEGIC
525358;3086123765894;ST 4C GLACE X1 SP;1;18;18;4,50;25%;5%;3,206 €;3,206 €;;;9%;3,071 €;3,071 €;;;;;;STRATEGIC
929250;3086123397767;REFILL 4 C MEDIUM GREEN BL2 EU;2;20;20;0,81;25%;5%;0,577 €;0,289 €;;;9%;0,553 €;0,276 €;;;;;;STRATEGIC
931778;3086123402942;REFILL 4 C MEDIUM BLUE BL2 EU;2;20;20;0,81;25%;5%;0,577 €;0,289 €;;;9%;0,553 €;0,276 €;;;;;;STRATEGIC
931779;3086123402959;REFILL 4 C MEDIUM BLACK BL2 EU;2;20;20;0,81;25%;5%;0,577 €;0,289 €;;;9%;0,553 €;0,276 €;;;;;;STRATEGIC
400814309;3086121901744;REFIL 2/4 COL MED1MM B50BLK EU;50;40;1;27,63;25%;5%;19,686 €;0,394 €;;;9%;18,857 €;0,377 €;;;;;;STRATEGIC
400814409;3086121901713;REFIL 2/4 COL MED1MM B50BLU EU;50;40;1;27,63;25%;5%;19,686 €;0,394 €;;;9%;18,857 €;0,377 €;;;;;;STRATEGIC
400814509;3086121901720;REFIL 2/4 COLMED 1MM B50RED EU;50;40;1;27,63;25%;5%;19,686 €;0,394 €;;;9%;18,857 €;0,377 €;;;;;;STRATEGIC
400814609;3086121901737;REFIL 2/4 COLMED 1MM B50GRN EU;50;40;1;27,63;25%;5%;19,686 €;0,394 €;;;9%;18,857 €;0,377 €;;;;;;STRATEGIC
400814709;3086121901751;REF 2/4 COL FIN 08MM B50BLU EU;50;40;1;27,63;25%;5%;19,686 €;0,394 €;;;9%;18,857 €;0,377 €;;;;;;STRATEGIC
400814809;3086121901782;REF 2/4 COL FIN 08MM B50BLK EU;50;40;1;27,63;25%;5%;19,686 €;0,394 €;;;9%;18,857 €;0,377 €;;;;;;STRATEGIC
400814909;3086121901768;REF 2/4 COL FIN 07MM B50RED EU;50;40;1;27,63;25%;5%;19,686 €;0,394 €;;;9%;18,857 €;0,377 €;;;;;;STRATEGIC
989707;3086123589681;GELOCITY STIC PCH2 BLU EU;2;20;20;1,64;25%;5%;1,169 €;0,584 €;;;9%;1,119 €;0,560 €;;;;;;STRATEGIC
989708;3086123589698;GELOCITY STIC PCH2 BLK EU;2;20;20;1,64;25%;5%;1,169 €;0,584 €;;;9%;1,119 €;0,560 €;;;;;;STRATEGIC
992599;3086123594104;GELOSTIC .5 PO4 AST 2BBR EU;4;20;20;3,29;25%;5%;2,344 €;0,586 €;;;9%;2,245 €;0,561 €;;;;;;STRATEGIC
CEL1010265;3086123546295;GELOCITYSTIC.5 BX30 BLU BCL EU;30;24;1;15,90;25%;5%;11,329 €;0,378 €;;;9%;10,852 €;0,362 €;;;;;;STRATEGIC
CEL1010266;3086123546301;GELOCITYSTIC.5 BX30 BLK BCL EU;30;24;1;15,90;25%;5%;11,329 €;0,378 €;;;9%;10,852 €;0,362 €;;;;;;STRATEGIC
972047;3086123558410;GEL ORIGINAL AST BL8 4+4 SP;8;20;20;11,44;25%;5%;8,151 €;1,019 €;;;9%;7,808 €;0,976 €;;;;;;STRATEGIC
511043;3086123714373;GELOCITY ORIGINAL BL4 DISC EU;4;20;20;8,61;25%;5%;6,135 €;1,534 €;;;9%;5,876 €;1,469 €;;;;;;STRATEGIC
526275;3086126600659;GELO ORIGINAL BCL B12 BLK EU;12;30;1;10,71;25%;5%;7,631 €;0,636 €;5,342 €;0,445 €;9%;7,310 €;0,609 €;5,117 €;0,426 €;30%;PROMO 30% ADICIONAL;GELOCITY ORIGINAL;STRATEGIC
829157;3086126600659;GELO ORIGINAL BCL B12 BLK EU;12;18;1;10,71;25%;5%;7,631 €;0,636 €;;;9%;7,310 €;0,609 €;;;;;;STRATEGIC
829158;3086126600666;GELO ORIGINAL BCL B12 BLU EU;12;18;1;10,71;25%;5%;7,631 €;0,636 €;;;9%;7,310 €;0,609 €;;;;;;STRATEGIC
526274;3086126600666;GELO ORIGINAL BCL B12 BLU EU;12;30;1;10,71;25%;5%;7,631 €;0,636 €;5,342 €;0,445 €;9%;7,310 €;0,609 €;5,117 €;0,426 €;30%;PROMO 30% ADICIONAL;GELOCITY ORIGINAL;STRATEGIC
829159;3086126600673;GELO ORIGINAL BCL B12 RED EU;12;18;1;10,71;25%;5%;7,631 €;0,636 €;;;9%;7,310 €;0,609 €;;;;;;STRATEGIC
526777;3086126600673;GELO ORIGINAL BCL B12 RED EU;12;30;1;10,71;25%;5%;7,631 €;0,636 €;5,342 €;0,445 €;9%;7,310 €;0,609 €;5,117 €;0,426 €;30%;PROMO 30% ADICIONAL;GELOCITY ORIGINAL;STRATEGIC
964754;3086123537422;GELOCITY ORIGINAL BLU BL2 EU;2;20;20;4,31;25%;5%;3,071 €;1,535 €;;;9%;2,942 €;1,471 €;;;;;;STRATEGIC
964760;3086123537484;GELOCITY ORIGINAL BLK BL2 EU;2;20;20;4,31;25%;5%;3,071 €;1,535 €;;;9%;2,942 €;1,471 €;;;;;;STRATEGIC
9647611;3086123537491;GELOCITY ORIGINAL AST BL3 EU;3;20;20;6,45;25%;5%;4,596 €;1,532 €;;;9%;4,402 €;1,467 €;;;;;;STRATEGIC
951757;3086123651777;GELO QUICK DRY BL1+2R BLU EU;3;20;20;4,96;25%;5%;3,534 €;1,178 €;;;9%;3,385 €;1,128 €;;;;;;STRATEGIC
9750601;3086123563872;ST CDISP INT GEL 23 PT SP;134;1;1;125,23;25%;5%;89,226 €;0,666 €;;;9%;85,469 €;0,638 €;;;;;;STRATEGIC
964768;3086123537569;GELOCITY QUICK DRY AST BL4 EU;4;20;20;11,40;25%;5%;8,123 €;2,031 €;;;9%;7,781 €;1,945 €;;;;;;STRATEGIC
964769;3086123537576;GELOCITY QUICK DRY AST BL6 EU;6;20;20;16,37;25%;5%;11,664 €;1,944 €;;;9%;11,173 €;1,862 €;;;;;;STRATEGIC
964770;3086123537583;GELOCITY QUICK DRY AST BL8 EU;8;20;20;21,81;25%;5%;15,540 €;1,942 €;;;9%;14,885 €;1,861 €;;;;;;STRATEGIC
964785;3086123537736;GELO QUICK DRY BCL CDSP48 EU;48;1;1;75,61;25%;5%;53,872 €;1,122 €;37,710 €;0,786 €;9%;51,604 €;1,075 €;36,123 €;0,753 €;30%;PROMO 30% ADICIONAL;EXPOSITOR GELOCITY QUICK DRY;STRATEGIC
964810;3086123537989;GELOCITY QUICK DRY AST BL13 EU;13;20;20;35,24;25%;5%;25,109 €;1,931 €;;;9%;24,051 €;1,850 €;;;;;;STRATEGIC
972036;3086123558304;GELOCITY QD AST BL2+1 FUN EU;3;20;20;5,77;25%;5%;4,111 €;1,370 €;;;9%;3,938 €;1,313 €;;;;;;STRATEGIC
993061;3086123661868;BL5 QUICKDRY 4+1 BTS 21 FS FR;5;20;20;13,91;25%;5%;9,911 €;1,982 €;;;9%;9,494 €;1,899 €;;;;;;STRATEGIC
949873;3086123494664;GELO QUICK DRY BLK BCL B12 EU;12;18;1;17,89;25%;5%;12,747 €;1,062 €;8,923 €;0,744 €;9%;12,210 €;1,017 €;8,547 €;0,712 €;30%;PROMO 30% ADICIONAL;GELOCITY QUICK DRY;STRATEGIC
949874;3086123494671;GELO QUICK DRY RED BCL B12 EU;12;18;1;17,89;25%;5%;12,747 €;1,062 €;8,923 €;0,744 €;9%;12,210 €;1,017 €;8,547 €;0,712 €;30%;PROMO 30% ADICIONAL;GELOCITY QUICK DRY;STRATEGIC
949895;3086123494886;GELO QUICK DRY AST BL3 EU;3;20;20;8,67;25%;5%;6,177 €;2,059 €;;;9%;5,917 €;1,972 €;;;;;;STRATEGIC
950442;3086123498303;GELO QUICK DRY BLU BCL B12 EU;12;18;1;17,89;25%;5%;12,747 €;1,062 €;8,923 €;0,744 €;9%;12,210 €;1,017 €;8,547 €;0,712 €;30%;PROMO 30% ADICIONAL;GELOCITY QUICK DRY;STRATEGIC
964764;3086123537521;GELOCITY QUICK DRY BLK BL1 EU;1;20;20;2,90;25%;5%;2,066 €;2,066 €;;;9%;1,979 €;1,979 €;;;;;;STRATEGIC
964765;3086123537538;GELOCITY QUICK DRY BLU BL1 EU;1;20;20;2,90;25%;5%;2,066 €;2,066 €;;;9%;1,979 €;1,979 €;;;;;;STRATEGIC
972035;3086123558298;GELOCITY QD AST BL2+1 STD EU;3;20;20;5,78;25%;5%;4,118 €;1,373 €;;;9%;3,945 €;1,315 €;;;;;;STRATEGIC
964767;3086123537552;GELO QUICK DRY AST FUN BL3 EU;3;20;20;9,87;25%;5%;7,032 €;2,344 €;;;9%;6,736 €;2,245 €;;;;;;STRATEGIC
964771;3086123537590;GELO QUICK DRY GRN BCL B12 EU;12;18;1;17,89;25%;5%;12,747 €;1,062 €;8,923 €;0,744 €;9%;12,210 €;1,017 €;8,547 €;0,712 €;30%;PROMO 30% ADICIONAL;GELOCITY QUICK DRY;STRATEGIC
964772;3086123537606;GELO QUICK DRY PRP BCL B12 EU;12;18;1;17,89;25%;5%;12,747 €;1,062 €;8,923 €;0,744 €;9%;12,210 €;1,017 €;8,547 €;0,712 €;30%;PROMO 30% ADICIONAL;GELOCITY QUICK DRY;STRATEGIC
964776;3086123537644;GELO QUICK DRY TRK BCL B12 EU;12;18;1;17,89;25%;5%;12,747 €;1,062 €;8,923 €;0,744 €;9%;12,210 €;1,017 €;8,547 €;0,712 €;30%;PROMO 30% ADICIONAL;GELOCITY QUICK DRY;STRATEGIC
964777;3086123537651;GELO QUICK DRY PNK BCL B12 EU;12;18;1;17,89;25%;5%;12,747 €;1,062 €;8,923 €;0,744 €;9%;12,210 €;1,017 €;8,547 €;0,712 €;30%;PROMO 30% ADICIONAL;GELOCITY QUICK DRY;STRATEGIC
964826;3086123538146;GEL QDRY BCL BOX 12 FUN AST EU;12;18;1;17,89;25%;5%;12,747 €;1,062 €;;;9%;12,210 €;1,017 €;;;;;;STRATEGIC
968452;3086123545977;GELOCITY QUICK DRY AST BL2 EU;2;20;20;6,35;25%;5%;4,524 €;2,262 €;;;9%;4,334 €;2,167 €;;;;;;STRATEGIC
505377;3086123689565;GELOCI ILLUS BLU 22 BL1+2RF EU;3;20;20;7,30;25%;5%;5,201 €;1,734 €;;;9%;4,982 €;1,661 €;;;;;;STRATEGIC
516514;3086123735323;ILLUS GEL BLU BL1+2RF 24 EU;3;20;20;7,30;25%;5%;5,201 €;1,734 €;;;9%;4,982 €;1,661 €;;;;;;STRATEGIC
505378;3086123689572;GELOCITY ILLUS BLK BL1 +2RF EU;3;20;20;7,30;25%;5%;5,201 €;1,734 €;;;9%;4,982 €;1,661 €;;;;;;STRATEGIC
516541;3086123735590;ILLUS GEL BLK BL1+2RF 24 EU;3;20;20;7,30;25%;5%;5,201 €;1,734 €;;;9%;4,982 €;1,661 €;;;;;;STRATEGIC
505379;3086123689589;GELOCI ILLUS RED 22 BL1+2RF EU;3;20;20;7,30;25%;5%;5,201 €;1,734 €;;;9%;4,982 €;1,661 €;;;;;;STRATEGIC
516520;3086123735385;ILLUS GEL RED BL1+2RF 24 EU;3;20;20;7,30;25%;5%;5,201 €;1,734 €;;;9%;4,982 €;1,661 €;;;;;;STRATEGIC
505380;3086123689596;GELOCI ILLUS GRN 22 BL1+2RF EU;3;20;20;7,30;25%;5%;5,201 €;1,734 €;;;9%;4,982 €;1,661 €;;;;;;STRATEGIC
516516;3086123735347;ILLUS GEL GRN BL1+2RF 24 EU;3;20;20;7,30;25%;5%;5,201 €;1,734 €;;;9%;4,982 €;1,661 €;;;;;;STRATEGIC
953020;3086123509276;GELOCITY ILLUS BLU BL2+2RF EU;4;20;20;10,68;25%;5%;7,610 €;1,902 €;;;9%;7,289 €;1,822 €;;;;;;STRATEGIC
516533;3086123735514;ILLUS GEL BLU BL2+2RF 24 EU;4;20;20;10,68;25%;5%;7,610 €;1,902 €;;;9%;7,289 €;1,822 €;;;;;;STRATEGIC
504895;3086123686939;GELOCITY ILLUS BLUE 22 BL1 EU;1;20;20;3,70;25%;5%;2,636 €;2,636 €;;;9%;2,525 €;2,525 €;;;;;;STRATEGIC
516404;3086123735262;ILLUSION GEL BLUE 24 BL1 EU;1;20;20;3,70;25%;5%;2,636 €;2,636 €;;;9%;2,525 €;2,525 €;;;;;;STRATEGIC
505370;3086123689497;GELOCITY ILLUS BLK 22 BL1 EU;1;20;20;3,70;25%;5%;2,636 €;2,636 €;;;9%;2,525 €;2,525 €;;;;;;STRATEGIC
516511;3086123735293;ILLUSION GEL BLK 24 BL1 EU;1;20;20;3,70;25%;5%;2,636 €;2,636 €;;;9%;2,525 €;2,525 €;;;;;;STRATEGIC
505371;3086123689503;GELOCITY ILLUS AST BL3 EU;3;20;20;10,40;25%;5%;7,410 €;2,470 €;;;9%;7,098 €;2,366 €;;;;;;STRATEGIC
516513;3086123735316;ILLUSION GEL AST BL3 24 EU;3;20;20;10,40;25%;5%;7,410 €;2,470 €;;;9%;7,098 €;2,366 €;;;;;;STRATEGIC
943440;3086123460119;GELOCITY ILLUS BLUE BCL B12 EU;12;18;1;22,75;25%;5%;16,209 €;1,351 €;;;9%;15,527 €;1,294 €;;;;;;STRATEGIC
516518;3086123735361;ILLUS GEL BLUE BCL B12 24 EU;12;18;1;22,75;25%;5%;16,209 €;1,351 €;13,778 €;1,148 €;9%;15,527 €;1,294 €;13,198 €;1,100 €;15%;PROMO 15% ADICIONAL;ILLUSION GEL;STRATEGIC
943441;3086123460126;GELOCITY ILLUS BLK BCL B12 EU;12;18;1;22,75;25%;5%;16,209 €;1,351 €;;;9%;15,527 €;1,294 €;;;;;;STRATEGIC
516523;3086123735415;ILLUS GEL BLK BCL B12 24 EU;12;18;1;22,75;25%;5%;16,209 €;1,351 €;13,778 €;1,148 €;9%;15,527 €;1,294 €;13,198 €;1,100 €;15%;PROMO 15% ADICIONAL;ILLUSION GEL;STRATEGIC
943442;3086123460133;GELOCITY ILLUS RED BCL B12 EU;12;18;1;22,75;25%;5%;16,209 €;1,351 €;;;9%;15,527 €;1,294 €;;;;;;STRATEGIC
516524;3086123735422;ILLUS GEL RED BCL B12 24 EU;12;18;1;22,75;25%;5%;16,209 €;1,351 €;13,778 €;1,148 €;9%;15,527 €;1,294 €;13,198 €;1,100 €;15%;PROMO 15% ADICIONAL;ILLUSION GEL;STRATEGIC
943443;3086123460140;GELOCITY ILLUS GRN BCL B12 EU;12;18;1;22,75;25%;5%;16,209 €;1,351 €;;;9%;15,527 €;1,294 €;;;;;;STRATEGIC
516531;3086123735491;ILLUS GEL GRN BCL B12 24 EU;12;18;1;22,75;25%;5%;16,209 €;1,351 €;13,778 €;1,148 €;9%;15,527 €;1,294 €;13,198 €;1,100 €;15%;PROMO 15% ADICIONAL;ILLUSION GEL;STRATEGIC
516535;3086123735538;ILLUS GEL BLU BL2+3RF 24 EU;5;20;20;12,64;25%;5%;9,006 €;1,801 €;;;9%;8,627 €;1,725 €;;;;;;STRATEGIC
516536;3086123735545;ILLUS GEL BLK BL1+6RF 24 EU;7;20;20;17,09;25%;5%;12,177 €;1,740 €;;;9%;11,664 €;1,666 €;;;;;;STRATEGIC
516545;3086123735637;ILLUS GEL BLU BL1+6RF 24 EU;7;20;20;17,09;25%;5%;12,177 €;1,740 €;;;9%;11,664 €;1,666 €;;;;;;STRATEGIC
505385;3086123689640;ST GELOCITY ILLU 22 BL3 BLU EU;3;20;20;10,40;25%;5%;7,410 €;2,470 €;;;9%;7,098 €;2,366 €;;;;;;STRATEGIC
943461;3086123460324;GEL ILLUS AST BCL CDISP48 EU;48;1;1;91,02;25%;5%;64,852 €;1,351 €;;;9%;62,121 €;1,294 €;;;;;;STRATEGIC
516522;3086123735408;ILLUSION GEL BLU BL3 24 EU;3;20;20;10,40;25%;5%;7,410 €;2,470 €;;;9%;7,098 €;2,366 €;;;;;;STRATEGIC
862228;3086126781983;REFILL GELO ORIG BL2 BLK EU;2;20;20;1,76;25%;5%;1,254 €;0,627 €;;;9%;1,201 €;0,601 €;;;;;;STRATEGIC
967263;3086123542396;REFIL GEL QUICKDRY BLK BL2 EU;2;20;20;2,33;25%;5%;1,660 €;0,830 €;;;9%;1,590 €;0,795 €;;;;;;STRATEGIC
967378;3086123543546;REFIL GEL QUICKDRY BLUE BL2 EU;2;20;20;2,33;25%;5%;1,660 €;0,830 €;;;9%;1,590 €;0,795 €;;;;;;STRATEGIC
505381;3086123689602;REFILL GEL ILLUS BLU 22 BL3 EU;3;20;20;5,63;25%;5%;4,011 €;1,337 €;;;9%;3,842 €;1,281 €;;;;;;STRATEGIC
516517;3086123735354;REFILL ILLUS GEL BLU BL3 24 EU;3;20;20;5,63;25%;5%;4,011 €;1,337 €;;;9%;3,842 €;1,281 €;;;;;;STRATEGIC
505382;3086123689619;REFILL GEL ILLUS GRN 22 BL3 EU;3;20;20;5,63;25%;5%;4,011 €;1,337 €;;;9%;3,842 €;1,281 €;;;;;;STRATEGIC
516544;3086123735620;REFILL ILLUS GEL GRN BL3 24 EU;3;20;20;5,63;25%;5%;4,011 €;1,337 €;;;9%;3,842 €;1,281 €;;;;;;STRATEGIC
505383;3086123689626;REFILL GEL ILLUS RED 22 BL3 EU;3;20;20;5,63;25%;5%;4,011 €;1,337 €;;;9%;3,842 €;1,281 €;;;;;;STRATEGIC
